REC_NUM,SURVYEAR,SURVMNTH,LFSSTAT,PROV,CMA,AGE_12,AGE_6,GENDER,MARSTAT,EDUC,MJH,EVERWORK,FTPTLAST,COWMAIN,IMMIG,NAICS_21,NOC_10,NOC_43,YABSENT,WKSAWAY,PAYAWAY,UHRSMAIN,AHRSMAIN,FTPTMAIN,UTOTHRS,ATOTHRS,HRSAWAY,YAWAY,PAIDOT,UNPAIDOT,XTRAHRS,WHYPT,TENURE,PREVTEN,HRLYEARN,UNION,PERMTEMP,ESTSIZE,FIRMSIZE,DURUNEMP,FLOWUNEM,UNEMFTPT,WHYLEFTO,WHYLEFTN,DURJLESS,AVAILABL,LKPUBAG,LKEMPLOY,LKRELS,LKATADS,LKANSADS,LKOTHERN,PRIORACT,YNOLOOK,TLOLOOK,SCHOOLN,EFAMTYPE,AGYOWNK,FINALWT
33575,2026,06,4,35,0,11,,2,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181,,,,,,,,,,,,11,,229
33576,2026,06,4,47,0,05,,1,6,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,,,1,01,,252
33577,2026,06,4,24,0,12,,1,6,6,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,01,,101
33578,2026,06,4,46,6,12,,2,1,1,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,11,,129
33579,2026,06,1,24,2,01,1,2,6,1,1,,,1,3,17,04,17,,,,70,70,2,70,70,0,,0,0,0,4,14,,2300,1,3,4,4,,,,,,,,,,,,,,,,,2,03,,990
33580,2026,06,1,13,0,08,,2,1,4,1,,,2,3,17,04,18,,,,360,360,1,360,360,0,,0,0,0,,110,,2050,3,1,2,2,,,,,,,,,,,,,,,,,1,02,,107
33581,2026,06,4,24,0,10,,1,2,5,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,1,11,,91
33582,2026,06,4,47,0,05,,2,1,2,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,05,,87
33583,2026,06,4,59,9,12,,2,3,5,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,01,,355
33584,2026,06,4,59,9,09,,2,3,5,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165,,,,,,,,,,,1,01,,248
33585,2026,06,4,35,0,12,,2,1,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204,,,,,,,,,,,,11,,265
33586,2026,06,1,10,0,11,,1,1,4,1,,,2,3,03,09,39,,,,120,120,2,120,120,0,,0,0,0,5,10,,2800,3,4,3,3,,,,,,,,,,,,,,,,,,05,,79
33587,2026,06,1,59,0,09,,1,1,2,1,,,2,3,09,08,36,,,,450,650,1,450,650,0,,200,0,200,,173,,4213,3,1,1,4,,,,,,,,,,,,,,,,,1,05,,171
33588,2026,06,1,47,0,04,,2,1,5,1,,,2,3,18,02,06,,,,389,389,1,389,389,0,,0,0,0,,168,,4318,1,1,4,4,,,,,,,,,,,,,,,,,1,03,1,160
33589,2026,06,4,46,6,02,4,2,6,2,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,04,,179
33590,2026,06,4,35,0,12,,2,1,0,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,11,,168
33591,2026,06,2,59,0,04,,2,1,4,1,,,2,3,07,02,07,2,37,2,400,0,1,400,0,,,,,,,100,,4183,3,1,4,4,,,,,,,,,,,,,,,,,1,03,1,285
33592,2026,06,1,59,9,09,,1,1,5,2,,,2,1,17,05,24,,,,400,480,1,600,880,0,,80,0,80,,60,,3600,1,1,2,2,,,,,,,,,,,,,,,,,3,03,1,376
33593,2026,06,1,48,0,04,,1,1,5,1,,,1,3,16,05,20,,,,400,400,1,400,400,0,,0,0,0,,110,,4967,1,1,2,3,,,,,,,,,,,,,,,,,1,03,1,171
33594,2026,06,1,59,9,08,,2,1,6,1,,,1,3,21,05,19,,,,400,400,1,400,400,0,,0,0,0,,240,,12075,1,1,4,4,,,,,,,,,,,,,,,,,1,02,,708
33595,2026,06,1,35,4,01,2,1,6,2,1,,,2,3,10,07,33,,,,150,200,2,150,200,0,,0,0,0,4,12,,1750,3,1,2,4,,,,,,,,,,,,,,,,,1,14,,318
33596,2026,06,1,47,0,06,,2,1,5,1,,,1,3,17,04,16,,,,360,240,1,360,240,0,,0,0,0,,99,,3900,1,1,3,4,,,,,,,,,,,,,,,,,1,03,3,105
33597,2026,06,4,59,0,12,,1,1,2,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,18,,197
33598,2026,06,1,24,1,04,,1,6,0,1,,,2,3,19,07,34,,,,400,400,1,400,400,0,,0,0,0,,37,,2200,3,1,3,3,,,,,,,,,,,,,,,,,3,01,,753
33599,2026,06,4,35,0,12,,2,4,2,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,201
33600,2026,06,1,59,9,05,,1,6,5,1,,,1,3,16,05,25,,,,296,296,2,296,296,0,,0,0,0,7,16,,3637,1,1,2,4,,,,,,,,,,,,,,,,,1,01,,690
33601,2026,06,3,35,3,01,2,1,6,2,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,5,2,,,,2,,,,1,1,,3,,,1,03,,291
33602,2026,06,1,48,0,06,,2,4,5,1,,,1,1,16,05,20,,,,400,400,1,400,400,0,,0,0,0,,22,,2308,3,1,1,1,,,,,,,,,,,,,,,,,1,01,,927
33603,2026,06,1,35,0,09,,2,4,4,1,,,1,3,17,02,08,,,,400,400,1,400,400,0,,0,0,0,,240,,3300,1,1,3,4,,,,,,,,,,,,,,,,,1,01,,74
33604,2026,06,1,35,3,09,,2,5,2,1,,,2,2,15,07,31,,,,400,400,1,400,400,0,,0,0,0,,126,,2500,3,1,2,2,,,,,,,,,,,,,,,,,1,18,,517
33605,2026,06,1,24,2,04,,1,6,5,1,,,2,3,12,07,33,,,,350,350,1,350,350,0,,0,0,0,,56,,3455,3,1,4,4,,,,,,,,,,,,,,,,,1,01,,1457
33606,2026,06,1,35,4,08,,2,2,4,1,,,2,3,17,02,08,,,,400,400,1,400,400,0,,0,0,0,,52,,3846,3,1,1,3,,,,,,,,,,,,,,,,,1,02,,617
33607,2026,06,4,24,2,01,1,2,6,1,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,,333
33608,2026,06,1,47,0,01,2,2,6,3,1,,,1,3,21,02,09,,,,375,335,1,375,335,40,3,0,0,0,,2,,2325,1,3,4,4,,,,,,,,,,,,,,,,,2,01,,202
33609,2026,06,4,13,0,10,,2,1,1,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,1,05,,161
33610,2026,06,1,59,9,07,,2,1,0,1,,,5,2,06,08,35,,,,450,450,1,450,450,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,1,14,3,306
33611,2026,06,4,59,9,12,,1,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,,,,,,,,,,,,11,,913
33612,2026,06,4,24,2,12,,2,5,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,,,,,,,,,,,,01,,1013
33613,2026,06,1,24,0,11,,1,1,5,1,,,2,2,15,07,33,,,,420,420,1,420,420,0,,0,0,0,,123,,2100,1,1,3,4,,,,,,,,,,,,,,,,,,02,,247
33614,2026,06,4,35,0,01,1,2,6,0,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,09,,190
33615,2026,06,4,59,0,12,,2,3,1,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,01,,394
33616,2026,06,1,46,0,08,,1,1,4,1,,,2,2,06,08,35,,,,400,400,1,400,400,0,,0,0,0,,191,,4000,3,1,2,3,,,,,,,,,,,,,,,,,1,02,,176
33617,2026,06,1,35,4,04,,1,2,6,1,,,2,3,09,01,03,,,,400,400,1,400,400,0,,0,0,0,,1,,12500,3,1,1,1,,,,,,,,,,,,,,,,,1,03,1,1168
33618,2026,06,1,35,0,01,2,1,6,2,1,,,1,3,21,07,34,,,,100,100,2,100,100,0,,0,0,0,0,37,,1660,3,1,2,2,,,,,,,,,,,,,,,,,1,04,,426
33619,2026,06,1,35,4,02,4,2,6,4,1,,,1,3,17,04,17,,,,360,360,1,360,360,0,,0,0,0,,9,,3242,1,1,4,4,,,,,,,,,,,,,,,,,1,18,,955
33620,2026,06,4,11,0,10,,1,5,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,,,,,,,,,1,,1,01,,80
33621,2026,06,1,35,5,08,,2,2,4,1,,,2,3,10,07,34,,,,350,350,1,350,350,0,,0,0,0,,82,,1760,1,1,4,4,,,,,,,,,,,,,,,,,1,09,3,358
33622,2026,06,1,10,0,05,,2,1,5,1,,,2,3,12,02,05,,,,375,375,1,375,375,0,,0,0,0,,54,,4205,3,1,1,4,,,,,,,,,,,,,,,,,1,02,,76
33623,2026,06,1,13,0,05,,2,6,5,1,,,4,3,10,04,14,,,,320,280,1,320,280,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,1,01,,134
33624,2026,06,1,35,4,04,,1,2,2,1,,,2,3,07,08,36,,,,400,400,1,400,400,0,,0,0,0,,2,,4700,1,1,3,3,,,,,,,,,,,,,,,,,1,02,,452
33625,2026,06,3,35,0,03,6,1,2,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,9,7,1,,,24,2,,,,1,1,,3,,,1,09,1,132
33626,2026,06,1,24,0,08,,2,6,4,1,,,2,3,10,07,34,,,,400,400,1,400,400,0,,0,0,0,,51,,3440,3,1,4,4,,,,,,,,,,,,,,,,,1,01,,80
33627,2026,06,1,11,0,07,,1,1,5,1,,,2,3,08,10,43,,,,600,620,1,600,620,0,,20,0,20,,94,,1860,3,2,3,3,,,,,,,,,,,,,,,,,1,03,3,45
33628,2026,06,1,35,0,01,2,2,6,1,1,,,2,3,19,07,33,,,,120,80,2,120,80,0,,0,0,0,4,14,,1575,3,1,2,4,,,,,,,,,,,,,,,,,2,14,,223
33629,2026,06,1,46,6,04,,1,2,4,1,,,6,3,15,02,07,,,,400,400,1,400,400,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,1,02,,215
33630,2026,06,1,35,0,05,,2,6,4,1,,,2,3,11,02,09,,,,600,600,1,600,600,0,,0,0,0,,102,,2692,3,1,2,2,,,,,,,,,,,,,,,,,1,01,,117
33631,2026,06,1,35,0,09,,1,1,2,1,,,2,3,08,10,42,,,,420,420,1,420,420,0,,0,0,0,,73,,2500,3,1,4,4,,,,,,,,,,,,,,,,,1,05,,685
33632,2026,06,1,24,0,09,,1,6,4,1,,,2,3,19,07,31,,,,450,450,1,450,450,0,,0,0,0,,16,,1800,3,1,1,1,,,,,,,,,,,,,,,,,1,01,,163
33633,2026,06,4,12,0,12,,1,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,,,,,,,,,,,,11,,157
33634,2026,06,4,47,0,12,,2,5,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,,,,,,,,,,,,18,,197
33635,2026,06,4,13,0,10,,2,1,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,1,11,,155
33636,2026,06,1,35,0,06,,2,1,4,1,,,2,2,14,02,07,,,,375,375,1,375,375,0,,0,0,0,,54,,2846,3,1,2,2,,,,,,,,,,,,,,,,,1,03,3,326
33637,2026,06,4,35,0,08,,2,2,5,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,09,3,73
33638,2026,06,1,24,0,05,,2,4,4,1,,,2,3,17,05,24,,,,350,260,1,350,260,120,2,30,0,30,,95,,3007,3,1,2,2,,,,,,,,,,,,,,,,,1,14,3,92
33639,2026,06,1,24,2,03,5,1,6,2,1,,,2,3,10,07,31,,,,380,380,1,380,380,0,,0,0,0,,58,,2700,3,1,1,4,,,,,,,,,,,,,,,,,1,02,,954
33640,2026,06,4,24,0,03,6,2,1,0,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,,,,,,,,,,,1,06,1,275
33641,2026,06,4,59,9,09,,1,6,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,,,,,,,,,,1,01,,582
33642,2026,06,4,11,0,12,,2,5,5,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,,,,,,,,,,,01,,51
33643,2026,06,3,13,0,10,,2,1,0,,1,1,2,3,08,07,32,,,,,,,,,,,,,,,,204,,,,,,3,1,1,4,12,2,2,,,,,,,,,2,1,11,,101
33644,2026,06,4,46,0,06,,1,6,2,,1,2,6,3,18,06,30,,,,,,,,,,,,,,,,37,,,,,,,,,0,08,9,,,,,,,,,,,1,18,,74
33645,2026,06,4,46,6,11,,1,6,4,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,261
33646,2026,06,1,24,0,09,,2,1,5,1,,,2,3,14,02,06,,,,80,80,2,80,80,0,,0,0,0,5,240,,4300,3,1,3,3,,,,,,,,,,,,,,,,,1,08,,90
33647,2026,06,1,24,2,08,,2,2,4,2,,,1,3,16,04,17,,,,350,370,1,370,450,10,1,30,0,30,,114,,4583,1,3,3,3,,,,,,,,,,,,,,,,,1,02,,397
33648,2026,06,1,35,4,04,,1,1,6,1,,,2,2,07,08,35,,,,440,560,1,440,560,0,,120,0,120,,87,,4000,3,1,2,2,,,,,,,,,,,,,,,,,1,03,1,373
33649,2026,06,1,35,0,08,,1,1,5,1,,,1,3,21,02,08,,,,375,375,1,375,375,0,,0,0,0,,22,,3544,1,1,1,4,,,,,,,,,,,,,,,,,1,06,2,80
33650,2026,06,1,48,8,04,,2,6,5,1,,,2,3,17,07,32,,,,350,350,1,350,350,0,,0,0,0,,40,,2089,3,1,1,1,,,,,,,,,,,,,,,,,1,01,,702
33651,2026,06,1,24,0,06,,1,6,5,1,,,2,3,07,03,11,,,,400,400,1,400,400,0,,0,0,0,,52,,5625,3,1,3,4,,,,,,,,,,,,,,,,,1,01,,397
33652,2026,06,4,47,0,12,,1,4,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,01,,150
33653,2026,06,4,35,0,12,,2,3,1,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,,,,,,,,,,,,18,,76
33654,2026,06,4,24,2,12,,2,1,2,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,,,,,,,,,,,,11,,265
33655,2026,06,1,10,0,04,,1,6,4,1,,,2,3,11,08,37,,,,840,840,1,840,840,0,,0,0,0,,37,,4242,3,3,2,2,,,,,,,,,,,,,,,,,1,14,2,76
33656,2026,06,4,59,9,08,,2,5,4,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,,,,,,,,,,,1,18,,425
33657,2026,06,1,48,0,02,3,2,6,3,1,,,2,3,10,07,34,,,,300,300,1,300,300,0,,0,0,0,,2,,1575,1,1,2,4,,,,,,,,,,,,,,,,,1,04,,680
33658,2026,06,1,35,0,06,,1,1,4,1,,,4,1,11,08,36,,,,400,400,1,400,400,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,1,03,2,252
33659,2026,06,1,35,3,03,6,2,1,6,1,,,2,1,14,03,13,,,,400,400,1,400,400,0,,0,0,0,,54,,3809,3,1,4,4,,,,,,,,,,,,,,,,,1,02,,1223
33660,2026,06,4,24,2,12,,2,1,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,11,,1083
33661,2026,06,1,35,0,03,5,2,6,4,2,,,2,3,10,07,33,,,,200,180,2,305,285,0,,0,0,0,7,10,,2000,3,1,1,1,,,,,,,,,,,,,,,,,1,11,,318
33662,2026,06,4,59,0,08,,2,1,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,,,,,,,,,,,1,11,,506
33663,2026,06,1,10,0,06,,1,1,4,1,,,1,3,21,01,02,,,,370,370,1,370,370,0,,0,0,0,,97,,5400,3,1,3,3,,,,,,,,,,,,,,,,,1,03,2,55
33664,2026,06,1,12,0,10,,1,1,2,1,,,5,3,06,01,04,,,,400,450,1,400,450,,,,,,,162,,,,,,,,,,,,,,,,,,,,,,,1,02,,130
33665,2026,06,4,13,0,11,,2,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,,,,,,,11,,65
33666,2026,06,4,35,0,12,,1,3,1,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,,,,,,,,,,,,01,,152
33667,2026,06,1,35,4,03,6,1,2,5,1,,,2,3,14,03,13,,,,440,440,1,440,440,0,,0,0,0,,40,,2300,2,1,3,4,,,,,,,,,,,,,,,,,1,02,,1332
33668,2026,06,1,35,3,03,6,2,6,5,2,,,2,3,12,02,05,,,,375,375,1,455,455,0,,0,0,0,,13,,5928,3,1,3,4,,,,,,,,,,,,,,,,,1,01,,818
33669,2026,06,1,35,4,03,6,2,1,6,1,,,2,1,11,02,09,,,,450,370,1,450,370,30,1,0,0,0,,24,,2200,3,1,2,3,,,,,,,,,,,,,,,,,1,02,,227
33670,2026,06,4,47,0,12,,2,3,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,01,,136
33671,2026,06,1,35,0,05,,1,1,4,1,,,2,3,12,02,09,,,,400,400,1,400,400,0,,0,0,0,,33,,2200,3,1,1,1,,,,,,,,,,,,,,,,,1,03,1,410
33672,2026,06,1,35,4,02,4,1,6,5,1,,,2,1,07,02,07,,,,400,400,1,400,400,0,,0,0,0,,4,,2644,3,1,3,3,,,,,,,,,,,,,,,,,1,04,,182
33673,2026,06,4,13,0,12,,1,3,1,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219,,,,,,,,,,,,01,,93
33674,2026,06,1,24,2,04,,2,2,4,1,,,2,3,15,07,33,,,,375,375,1,375,375,0,,0,0,0,,4,,2200,3,2,2,2,,,,,,,,,,,,,,,,,1,08,,472
33675,2026,06,1,35,0,10,,1,1,4,1,,,2,3,06,02,07,,,,440,429,1,440,429,21,1,10,0,10,,9,,3000,3,1,2,2,,,,,,,,,,,,,,,,,1,02,,158
33676,2026,06,2,35,0,10,,2,1,4,1,,,6,2,14,02,07,2,5,,100,0,2,100,0,,,,,,3,240,,,,,,,,,,,,,,,,,,,,,,,1,02,,251
33677,2026,06,1,12,0,01,2,1,6,2,1,,,2,2,10,07,33,,,,480,480,1,480,480,0,,0,0,0,,24,,1750,3,1,1,2,,,,,,,,,,,,,,,,,1,15,,165
33678,2026,06,1,59,0,07,,2,1,3,1,,,4,3,06,01,04,,,,10,75,2,10,75,,,,,,5,141,,,,,,,,,,,,,,,,,,,,,,,1,03,3,82
33679,2026,06,3,35,0,05,,1,1,4,,1,1,2,3,06,08,35,,,,,,,,,,,,,,,,30,,,,,,3,2,1,4,12,2,2,,,,1,1,,1,,,1,09,2,244
33680,2026,06,4,10,0,10,,1,6,1,,1,1,1,3,16,08,36,,,,,,,,,,,,,,,,240,,,,,,,,,5,07,6,,,,,,,,,,,1,18,,89
33681,2026,06,1,10,0,05,,1,1,4,1,,,2,3,06,08,35,,,,700,800,1,700,800,0,,100,0,100,,15,,4600,1,3,2,4,,,,,,,,,,,,,,,,,1,03,1,89
33682,2026,06,4,12,0,12,,2,1,1,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,113
33683,2026,06,1,24,0,12,,2,5,2,1,,,2,3,10,07,34,,,,160,160,2,160,160,0,,0,0,0,5,240,,1800,1,1,3,4,,,,,,,,,,,,,,,,,,01,,68
33684,2026,06,4,24,2,12,,1,1,1,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,,,,,,,,,,,,08,,917
33685,2026,06,1,48,7,02,4,2,6,2,2,,,2,3,19,07,34,,,,300,300,1,500,480,0,,50,40,90,,1,,4000,3,1,2,2,,,,,,,,,,,,,,,,,1,01,,1068
33686,2026,06,1,48,7,09,,1,1,4,1,,,2,3,06,08,35,,,,400,360,1,400,360,40,3,0,0,0,,59,,7865,3,1,3,4,,,,,,,,,,,,,,,,,1,03,3,654
33687,2026,06,1,59,0,08,,2,1,5,1,,,1,1,17,04,16,,,,240,240,2,240,240,0,,0,0,0,6,11,,7612,1,1,4,4,,,,,,,,,,,,,,,,,1,08,,453
33688,2026,06,1,35,0,12,,1,2,1,1,,,6,2,14,02,07,,,,40,30,2,40,30,,,,,,5,240,,,,,,,,,,,,,,,,,,,,,,,,02,,192
33689,2026,06,1,47,0,01,2,1,6,2,1,,,2,3,18,07,34,,,,400,400,1,400,400,0,,0,0,0,,3,,1600,3,2,2,2,,,,,,,,,,,,,,,,,3,04,,150
33690,2026,06,2,13,0,06,,2,1,5,1,,,2,3,12,02,05,2,15,1,375,0,1,375,0,,,,,,,32,,5128,3,1,2,4,,,,,,,,,,,,,,,,,1,03,2,81
33691,2026,06,1,24,0,11,,2,6,5,1,,,1,3,17,02,08,,,,350,350,1,350,350,0,,0,0,0,,67,,2632,1,4,3,3,,,,,,,,,,,,,,,,,,18,,57
33692,2026,06,3,48,0,12,,1,1,1,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,52,4,1,,,15,2,,,1,1,,,1,,,,11,,418
33693,2026,06,1,35,0,06,,2,1,4,1,,,1,3,21,02,06,,,,363,363,1,363,363,0,,0,0,0,,226,,5510,1,1,1,4,,,,,,,,,,,,,,,,,1,03,2,321
33694,2026,06,1,24,0,07,,2,2,2,1,,,1,3,15,02,09,,,,400,400,1,400,400,0,,0,0,0,,23,,2700,3,1,2,2,,,,,,,,,,,,,,,,,1,09,3,135
33695,2026,06,4,12,0,09,,1,2,0,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,1,08,,112
33696,2026,06,4,35,0,12,,2,1,6,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204,,,,,,,,,,,,11,,198
33697,2026,06,1,24,0,04,,2,2,4,1,,,2,3,06,08,35,,,,400,400,1,400,400,0,,0,0,0,,36,,4000,1,1,3,3,,,,,,,,,,,,,,,,,1,03,1,149
33698,2026,06,4,24,0,11,,1,1,1,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08,,111
33699,2026,06,4,35,0,12,,2,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,,,,,,,,,,,,11,,212
33700,2026,06,4,46,6,12,,1,1,5,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,,,,,,,,,,,,11,,196
33701,2026,06,4,48,7,03,6,1,1,4,,1,1,2,3,17,07,33,,,,,,,,,,,,,,,,13,,,,,,,,,4,09,12,,,,,,,,,0,,1,08,,874
33702,2026,06,1,35,0,07,,1,1,2,1,,,2,3,07,10,42,,,,440,500,1,440,500,0,,60,0,60,,41,,2500,3,1,2,2,,,,,,,,,,,,,,,,,1,05,,314
33703,2026,06,2,35,0,06,,1,1,5,1,,,2,1,12,03,11,0,1,1,400,0,1,400,0,,,,,,,44,,5769,3,1,1,4,,,,,,,,,,,,,,,,,1,06,1,435
33704,2026,06,2,24,0,04,,2,4,4,1,,,2,3,07,03,13,3,1,1,375,0,1,375,0,,,,,,,47,,4103,3,1,4,4,,,,,,,,,,,,,,,,,1,01,,216
33705,2026,06,1,48,0,08,,2,1,4,1,,,2,2,19,01,03,,,,440,440,1,440,440,0,,0,0,0,,18,,2841,3,1,2,2,,,,,,,,,,,,,,,,,1,04,4,873
33706,2026,06,2,12,0,04,,2,6,5,1,,,1,3,21,05,22,3,1,1,375,0,1,375,0,,,,,,,94,,6204,1,1,4,4,,,,,,,,,,,,,,,,,1,18,,217
33707,2026,06,4,48,0,12,,2,3,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,01,,138
33708,2026,06,4,35,0,12,,1,3,5,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,01,,167
33709,2026,06,2,35,0,04,,2,1,4,1,,,2,3,14,02,08,2,14,1,375,0,1,375,0,,,,,,,70,,2154,1,1,1,1,,,,,,,,,,,,,,,,,1,03,1,294
33710,2026,06,2,24,0,07,,1,1,4,1,,,2,3,12,05,22,1,41,2,350,0,1,350,0,,,,,,,131,,3900,3,1,3,4,,,,,,,,,,,,,,,,,1,02,,113
33711,2026,06,4,11,0,11,,2,1,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,11,,53
33712,2026,06,1,35,4,08,,1,1,2,1,,,2,2,06,08,36,,,,425,425,1,425,425,0,,0,0,0,,240,,2500,3,1,2,2,,,,,,,,,,,,,,,,,1,02,,871
33713,2026,06,1,35,0,03,5,2,6,4,1,,,2,1,15,07,33,,,,160,160,2,160,160,0,,0,0,0,4,3,,1800,3,4,1,4,,,,,,,,,,,,,,,,,2,15,,195
33714,2026,06,3,10,0,01,2,2,6,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,1,7,2,,,29,2,,,,,,1,3,,,1,04,,55
33715,2026,06,1,47,0,05,,2,2,0,1,,,2,2,19,07,34,,,,300,230,1,300,230,70,1,0,0,0,,58,,1700,3,1,1,3,,,,,,,,,,,,,,,,,1,03,2,102
33716,2026,06,3,46,6,03,6,2,6,1,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,16,4,2,,,55,2,1,,1,1,,,1,,,1,16,1,222
33717,2026,06,3,35,4,08,,1,1,5,,1,1,2,2,06,08,35,,,,,,,,,,,,,,,,240,,,,,,10,2,1,4,11,3,2,,,,1,,,1,,,1,10,4,116
33718,2026,06,1,35,4,06,,1,1,4,1,,,2,1,12,03,11,,,,375,375,1,375,375,0,,0,0,0,,46,,5209,3,1,3,4,,,,,,,,,,,,,,,,,1,03,2,866
33719,2026,06,1,35,4,01,2,1,6,2,1,,,2,3,19,07,32,,,,160,60,2,160,60,0,,0,0,0,6,2,,1760,3,1,2,4,,,,,,,,,,,,,,,,,1,03,,155
33720,2026,06,4,35,0,01,1,1,6,1,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,18,,245
33721,2026,06,4,35,4,01,1,2,6,1,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,,828
33722,2026,06,1,46,6,09,,1,4,3,1,,,2,3,07,02,09,,,,400,480,1,400,480,0,,0,0,0,,169,,3729,1,1,4,4,,,,,,,,,,,,,,,,,1,01,,189
33723,2026,06,1,47,0,02,4,2,6,0,1,,,6,3,15,07,34,,,,250,250,2,250,250,,,,,,5,6,,,,,,,,,,,,,,,,,,,,,,,1,06,,127
33724,2026,06,2,48,0,06,,2,1,4,1,,,6,3,18,06,29,3,1,,400,0,1,400,0,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,1,03,3,132
33725,2026,06,1,24,0,05,,1,1,4,1,,,2,3,07,10,43,,,,400,400,1,400,400,0,,0,0,0,,7,,2000,1,1,2,2,,,,,,,,,,,,,,,,,1,06,1,129
