REC_NUM,SURVYEAR,SURVMNTH,LFSSTAT,PROV,CMA,AGE_12,AGE_6,GENDER,MARSTAT,EDUC,MJH,EVERWORK,FTPTLAST,COWMAIN,IMMIG,NAICS_21,NOC_10,NOC_43,YABSENT,WKSAWAY,PAYAWAY,UHRSMAIN,AHRSMAIN,FTPTMAIN,UTOTHRS,ATOTHRS,HRSAWAY,YAWAY,PAIDOT,UNPAIDOT,XTRAHRS,WHYPT,TENURE,PREVTEN,HRLYEARN,UNION,PERMTEMP,ESTSIZE,FIRMSIZE,DURUNEMP,FLOWUNEM,UNEMFTPT,WHYLEFTO,WHYLEFTN,DURJLESS,AVAILABL,LKPUBAG,LKEMPLOY,LKRELS,LKATADS,LKANSADS,LKOTHERN,PRIORACT,YNOLOOK,TLOLOOK,SCHOOLN,EFAMTYPE,AGYOWNK,FINALWT
57822,2026,06,4,47,0,01,1,1,6,0,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,,75
57823,2026,06,4,59,0,11,,1,1,1,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,69
57824,2026,06,4,47,0,12,,2,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,,,,,,,,,,,,05,,113
57825,2026,06,1,35,4,10,,1,5,4,1,,,2,2,06,08,35,,,,425,680,1,425,680,0,,205,0,205,,73,,5075,1,1,3,3,,,,,,,,,,,,,,,,,1,18,,1108
57826,2026,06,1,24,1,03,6,1,2,5,1,,,1,3,18,07,34,,,,400,400,1,400,400,0,,0,0,0,,50,,3100,1,1,4,4,,,,,,,,,,,,,,,,,1,02,,694
57827,2026,06,1,12,0,05,,1,1,6,1,,,2,3,20,05,21,,,,350,350,1,350,350,0,,0,0,0,,23,,3297,3,3,1,3,,,,,,,,,,,,,,,,,1,03,1,182
57828,2026,06,1,35,0,11,,1,1,4,1,,,2,3,14,03,13,,,,240,240,2,240,240,0,,0,0,0,5,185,,3500,3,1,2,2,,,,,,,,,,,,,,,,,,02,,338
57829,2026,06,1,47,0,05,,2,1,2,1,,,2,3,18,06,28,,,,400,630,1,400,630,0,,0,230,230,,13,,2236,3,1,1,3,,,,,,,,,,,,,,,,,1,02,,145
57830,2026,06,4,35,0,12,,1,1,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,11,,147
57831,2026,06,1,35,4,07,,2,2,1,1,,,2,2,10,07,34,,,,370,370,1,370,370,0,,0,0,0,,74,,2300,1,1,2,4,,,,,,,,,,,,,,,,,1,08,,949
57832,2026,06,1,35,0,02,3,2,6,2,1,,,2,3,10,07,34,,,,320,320,1,320,320,0,,0,0,0,,39,,1800,3,1,2,4,,,,,,,,,,,,,,,,,1,04,,110
57833,2026,06,4,24,0,04,,2,2,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,1,06,1,98
57834,2026,06,4,35,4,12,,2,1,2,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,11,,137
57835,2026,06,1,35,0,04,,1,1,5,1,,,2,1,17,05,22,,,,375,375,1,375,375,0,,0,0,0,,51,,4000,3,1,1,1,,,,,,,,,,,,,,,,,1,03,1,178
57836,2026,06,4,24,0,12,,1,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173,,,,,,,,,,,,11,,101
57837,2026,06,1,12,0,04,,2,1,6,1,,,6,3,13,07,32,,,,300,300,1,300,300,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,1,02,,261
57838,2026,06,1,48,0,08,,2,1,4,1,,,3,3,08,10,41,,,,500,500,1,500,500,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,1,02,,204
57839,2026,06,1,47,0,01,2,1,6,3,2,,,2,1,10,07,34,,,,250,250,2,350,350,0,,0,0,0,4,14,,1550,1,1,3,4,,,,,,,,,,,,,,,,,2,04,,211
57840,2026,06,4,35,4,10,,2,1,6,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,1,05,,93
57841,2026,06,4,35,0,12,,1,1,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,11,,219
57842,2026,06,4,47,0,12,,1,1,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,11,,114
57843,2026,06,1,46,0,05,,1,6,1,1,,,2,3,08,07,32,,,,410,410,1,410,410,0,,10,0,10,,162,,2400,3,1,2,2,,,,,,,,,,,,,,,,,1,01,,73
57844,2026,06,1,24,0,10,,1,2,1,1,,,2,3,18,09,40,,,,400,400,1,400,400,0,,0,0,0,,39,,1750,3,2,2,2,,,,,,,,,,,,,,,,,1,02,,79
57845,2026,06,4,35,0,03,6,1,6,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,1,18,,313
57846,2026,06,2,13,0,01,2,1,6,1,1,,,2,3,04,08,36,0,2,2,400,0,1,400,0,,,,,,,13,,1714,3,2,2,2,,,,,,,,,,,,,,,,,2,03,,83
57847,2026,06,4,59,9,01,1,1,6,0,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,14,,862
57848,2026,06,3,24,2,05,,1,6,5,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,72,7,1,,,26,2,,,,,1,1,3,,,1,01,,1201
57849,2026,06,4,35,0,12,,1,1,5,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174,,,,,,,,,,,,09,,288
57850,2026,06,1,59,0,08,,1,1,2,1,,,2,3,04,01,04,,,,600,840,1,600,840,0,,0,0,0,,178,,10000,3,1,2,4,,,,,,,,,,,,,,,,,1,03,3,228
57851,2026,06,4,47,0,12,,2,3,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,01,,133
57852,2026,06,4,35,4,12,,2,3,5,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,01,,697
57853,2026,06,1,35,4,09,,2,6,5,1,,,1,3,16,01,02,,,,600,600,1,600,600,0,,0,200,200,,240,,7115,3,1,4,4,,,,,,,,,,,,,,,,,1,03,,126
57854,2026,06,1,35,0,07,,1,1,4,1,,,6,3,14,02,06,,,,400,400,1,400,400,,,,,,,149,,,,,,,,,,,,,,,,,,,,,,,1,03,3,73
57855,2026,06,4,35,5,12,,2,1,4,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174,,,,,,,,,,,,11,,356
57856,2026,06,4,35,0,10,,1,4,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,1,01,,353
57857,2026,06,1,47,0,08,,1,1,4,1,,,2,2,10,02,07,,,,400,450,1,400,450,0,,50,0,50,,32,,2524,3,1,2,3,,,,,,,,,,,,,,,,,1,03,3,188
57858,2026,06,1,10,0,03,6,1,6,2,1,,,2,3,10,07,33,,,,550,550,1,550,550,0,,0,0,0,,104,,6469,3,1,3,4,,,,,,,,,,,,,,,,,1,01,,139
57859,2026,06,4,47,0,01,1,1,6,1,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,06,,144
57860,2026,06,1,24,0,01,2,1,2,3,2,,,2,3,07,10,42,,,,500,500,1,540,540,0,,0,0,0,,61,,2300,3,3,2,2,,,,,,,,,,,,,,,,,1,04,,134
57861,2026,06,1,46,6,05,,1,1,2,1,,,4,2,11,08,36,,,,450,450,1,450,450,,,,,,,76,,,,,,,,,,,,,,,,,,,,,,,1,06,2,168
57862,2026,06,1,35,4,08,,1,1,5,1,,,2,2,12,03,13,,,,375,375,1,375,375,0,,0,0,0,,210,,4615,3,1,4,4,,,,,,,,,,,,,,,,,1,01,,145
57863,2026,06,4,46,6,11,,2,1,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,11,,172
57864,2026,06,4,59,9,09,,2,6,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,,,,,,,,,,1,01,,373
57865,2026,06,4,35,4,12,,2,1,2,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,11,,345
57866,2026,06,1,12,0,12,,1,1,0,1,,,2,3,11,08,36,,,,225,225,2,225,225,0,,0,0,0,3,178,,2600,3,2,2,2,,,,,,,,,,,,,,,,,,02,,198
57867,2026,06,4,35,0,11,,1,1,5,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,08,,948
57868,2026,06,1,59,9,07,,1,2,5,2,,,2,3,06,08,35,,,,250,160,2,350,210,0,,0,0,0,5,41,,4000,3,1,1,1,,,,,,,,,,,,,,,,,1,02,,494
57869,2026,06,4,35,0,12,,1,1,4,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,,,,,,,,,,,03,,171
57870,2026,06,4,59,0,11,,1,1,2,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,488
57871,2026,06,4,48,0,12,,2,3,0,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,18,,148
57872,2026,06,1,35,4,07,,1,1,4,2,,,4,1,06,08,36,,,,450,480,1,900,960,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,1,03,2,922
57873,2026,06,1,59,0,05,,2,4,4,1,,,1,3,02,03,10,,,,350,350,1,350,350,0,,0,0,0,,36,,4100,1,1,1,1,,,,,,,,,,,,,,,,,1,01,,431
57874,2026,06,4,35,0,12,,2,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,,,,,,,,,,,,11,,913
57875,2026,06,4,35,4,11,,2,1,6,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237,,,,,,,,,,,,11,,471
57876,2026,06,4,47,0,11,,2,1,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,11,,183
57877,2026,06,1,24,1,08,,1,2,4,1,,,3,3,06,01,04,,,,700,800,1,700,800,,,,,,,193,,,,,,,,,,,,,,,,,,,,,,,1,02,,582
57878,2026,06,4,35,0,12,,2,3,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,13,,210
57879,2026,06,4,46,0,12,,1,6,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,01,,155
57880,2026,06,1,24,0,05,,1,6,0,1,,,2,3,10,07,31,,,,400,400,1,400,400,0,,0,0,0,,1,,1860,3,1,1,3,,,,,,,,,,,,,,,,,1,18,,164
57881,2026,06,1,24,0,09,,2,1,5,1,,,1,3,17,04,17,,,,320,320,1,320,320,0,,0,0,0,,240,,6010,1,1,4,4,,,,,,,,,,,,,,,,,1,04,4,117
57882,2026,06,4,11,0,12,,2,3,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,,,,,,,,,,,,01,,41
57883,2026,06,1,10,0,04,,2,1,6,1,,,1,3,16,05,20,,,,250,150,2,250,150,100,1,0,0,0,0,86,,7538,1,1,2,4,,,,,,,,,,,,,,,,,1,02,,68
57884,2026,06,3,35,5,04,,2,6,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,35,7,1,,,135,2,1,1,,1,1,1,2,,,1,16,2,521
57885,2026,06,4,24,2,12,,1,1,0,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,11,,959
57886,2026,06,1,12,0,06,,1,1,4,1,,,1,2,21,08,37,,,,400,320,1,400,320,80,2,0,0,0,,205,,4800,1,1,4,4,,,,,,,,,,,,,,,,,1,01,,213
57887,2026,06,4,46,0,12,,2,1,1,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,,,,,,,,,,,,11,,203
57888,2026,06,1,10,0,07,,2,1,6,1,,,2,3,12,02,06,,,,400,400,1,400,400,0,,0,0,0,,136,,6971,3,1,3,4,,,,,,,,,,,,,,,,,1,03,1,79
57889,2026,06,1,24,0,11,,1,1,4,1,,,3,3,01,01,04,,,,700,700,1,700,700,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,,05,,101
57890,2026,06,4,24,1,01,1,2,6,1,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,,509
57891,2026,06,1,59,9,04,,2,1,6,1,,,2,1,18,06,30,,,,170,160,2,170,160,0,,0,0,0,7,6,,2200,3,1,2,4,,,,,,,,,,,,,,,,,1,02,,506
57892,2026,06,4,11,0,01,1,1,6,0,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2,09,,49
57893,2026,06,1,10,0,05,,1,1,6,1,,,2,3,17,05,26,,,,400,400,1,400,400,0,,0,0,0,,52,,2100,3,1,1,3,,,,,,,,,,,,,,,,,1,02,,129
57894,2026,06,4,46,0,12,,2,3,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,,,,,,,01,,71
57895,2026,06,4,35,0,03,6,1,1,5,,1,1,2,1,09,02,06,,,,,,,,,,,,,,,,11,,,,,,,,,4,10,7,,,,,,,,,0,,1,08,,381
57896,2026,06,4,35,5,01,2,2,6,1,,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2,09,,465
57897,2026,06,1,24,2,04,,1,6,6,1,,,2,1,04,03,10,,,,400,750,1,400,750,0,,350,0,350,,44,,6490,3,1,4,4,,,,,,,,,,,,,,,,,1,18,,1048
57898,2026,06,1,59,9,09,,2,1,6,1,,,4,2,17,04,14,,,,400,300,1,400,300,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,1,02,,409
57899,2026,06,4,35,4,11,,2,1,6,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,,,,,,,,,,,,01,,743
57900,2026,06,1,24,0,04,,2,2,5,2,,,2,3,06,02,07,,,,400,425,1,475,500,0,,0,25,25,,2,,3000,3,1,1,1,,,,,,,,,,,,,,,,,3,03,2,127
57901,2026,06,1,35,0,05,,2,1,5,1,,,1,3,17,01,02,,,,375,475,1,375,475,0,,0,100,100,,17,,6923,3,1,4,4,,,,,,,,,,,,,,,,,1,18,,258
57902,2026,06,4,59,0,11,,2,1,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,05,,91
57903,2026,06,4,35,0,01,2,1,6,1,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,04,,83
57904,2026,06,1,35,0,04,,1,1,4,1,,,2,3,19,07,31,,,,470,500,1,470,500,0,,60,0,60,,44,,2864,3,1,2,2,,,,,,,,,,,,,,,,,1,03,1,99
57905,2026,06,1,35,0,02,4,1,6,4,1,,,1,3,11,08,35,,,,375,375,1,375,375,0,,0,0,0,,2,,2095,3,3,2,4,,,,,,,,,,,,,,,,,1,01,,397
57906,2026,06,4,24,0,12,,2,3,1,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,,,,,,,,,,,,01,,154
57907,2026,06,4,12,0,08,,2,1,5,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,1,07,4,219
57908,2026,06,4,24,0,11,,2,5,4,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,145
57909,2026,06,1,11,0,06,,1,1,5,1,,,3,3,10,04,14,,,,400,400,1,400,400,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,1,02,,48
57910,2026,06,1,35,4,08,,1,1,4,1,,,3,3,09,01,03,,,,600,600,1,600,600,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,1,03,3,1107
57911,2026,06,1,24,0,02,4,2,6,5,1,,,1,3,17,04,16,,,,320,400,1,320,400,0,,0,0,0,,13,,2369,1,1,4,4,,,,,,,,,,,,,,,,,3,01,,73
57912,2026,06,4,59,0,12,,2,1,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171,,,,,,,,,,,,11,,83
57913,2026,06,1,11,0,05,,2,1,6,1,,,1,3,16,05,20,,,,350,350,1,350,350,0,,0,0,0,,162,,6044,1,1,2,4,,,,,,,,,,,,,,,,,1,03,2,44
57914,2026,06,4,47,0,12,,2,1,4,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,153
57915,2026,06,4,24,0,10,,2,1,4,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,05,,229
57916,2026,06,1,48,7,08,,2,2,4,1,,,2,3,11,02,07,,,,400,400,1,400,400,0,,0,0,0,,22,,2625,3,1,2,2,,,,,,,,,,,,,,,,,1,03,2,854
57917,2026,06,1,12,0,09,,1,1,5,1,,,1,3,21,03,13,,,,375,345,1,375,345,30,2,0,0,0,,77,,3830,1,1,4,4,,,,,,,,,,,,,,,,,1,03,3,172
57918,2026,06,1,47,0,05,,1,1,4,1,,,1,3,16,05,20,,,,375,375,1,375,375,0,,0,0,0,,70,,4917,1,1,3,4,,,,,,,,,,,,,,,,,1,03,1,95
57919,2026,06,4,24,0,12,,2,1,5,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,,,,,,,,,,,,11,,196
57920,2026,06,4,47,0,12,,2,3,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221,,,,,,,,,,,,01,,156
57921,2026,06,1,35,4,03,6,1,6,2,1,,,2,3,10,07,31,,,,400,470,1,400,470,0,,30,0,30,,24,,2600,3,1,2,4,,,,,,,,,,,,,,,,,1,18,,1683
57922,2026,06,1,48,0,07,,1,1,1,1,,,5,3,01,01,04,,,,600,600,1,600,600,,,,,,,99,,,,,,,,,,,,,,,,,,,,,,,1,15,4,153
57923,2026,06,3,10,0,07,,1,1,4,,1,1,1,3,16,05,20,,,,,,,,,,,,,,,,57,,,,,,11,2,1,4,10,3,2,,1,,1,1,,1,,,1,09,3,41
57924,2026,06,1,35,4,02,3,1,6,2,1,,,2,3,19,07,34,,,,280,280,2,280,280,0,,0,0,0,5,3,,3000,3,1,2,2,,,,,,,,,,,,,,,,,1,01,,694
57925,2026,06,4,35,5,09,,2,6,6,,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,12,,309
57926,2026,06,4,10,0,01,2,2,6,2,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,04,,51
57927,2026,06,1,59,9,04,,2,1,5,1,,,1,3,21,02,09,,,,375,375,1,375,375,0,,0,0,0,,83,,3300,1,1,3,4,,,,,,,,,,,,,,,,,1,02,,541
57928,2026,06,1,35,4,08,,2,1,6,1,,,2,2,07,02,05,,,,400,400,1,400,400,0,,0,0,0,,135,,7981,3,1,4,4,,,,,,,,,,,,,,,,,1,02,,153
57929,2026,06,1,10,0,05,,2,2,5,2,,,1,3,16,05,20,,,,250,350,2,280,380,0,,0,100,100,7,58,,4500,1,4,3,4,,,,,,,,,,,,,,,,,1,03,1,42
57930,2026,06,4,24,2,12,,1,1,0,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,,,,,,,,,,,,11,,912
57931,2026,06,4,46,0,12,,2,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,11,,244
57932,2026,06,1,59,9,03,5,2,6,4,1,,,1,3,21,02,08,,,,400,400,1,400,400,0,,0,0,0,,24,,3300,1,1,4,4,,,,,,,,,,,,,,,,,1,01,,390
57933,2026,06,4,12,0,11,,1,1,3,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,08,,130
57934,2026,06,4,46,0,11,,2,1,4,,1,1,2,3,07,02,09,,,,,,,,,,,,,,,,95,,,,,,,,,5,07,9,,,,,,,,,,,,11,,227
57935,2026,06,1,59,0,07,,2,1,4,1,,,1,3,16,05,25,,,,300,300,1,300,300,0,,0,0,0,,33,,3119,1,1,4,4,,,,,,,,,,,,,,,,,1,03,2,182
57936,2026,06,4,59,0,12,,1,1,4,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,555
57937,2026,06,4,13,0,12,,1,1,1,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,,,,,,,,,,,,18,,73
57938,2026,06,4,47,0,12,,2,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213,,,,,,,,,,,,11,,158
57939,2026,06,1,59,0,08,,2,1,5,1,,,1,3,21,05,22,,,,400,320,1,400,320,0,,0,0,0,,238,,4157,1,1,2,2,,,,,,,,,,,,,,,,,1,02,,97
57940,2026,06,1,12,0,07,,2,2,3,1,,,2,3,09,07,31,,,,400,400,1,400,400,0,,0,0,0,,174,,3000,3,1,3,3,,,,,,,,,,,,,,,,,1,02,,101
57941,2026,06,4,47,0,12,,2,3,1,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,01,,95
57942,2026,06,1,35,0,10,,1,1,1,1,,,2,2,15,07,33,,,,400,400,1,400,400,0,,0,0,0,,13,,1940,3,1,2,4,,,,,,,,,,,,,,,,,1,18,,66
57943,2026,06,4,59,0,09,,2,1,4,,1,1,1,3,21,02,07,,,,,,,,,,,,,,,,240,,,,,,,,,5,07,7,,,,,,,,,,,1,06,2,617
57944,2026,06,4,13,0,12,,2,3,5,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,01,,87
57945,2026,06,4,46,0,12,,1,3,2,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,18,,47
57946,2026,06,1,46,6,09,,1,2,2,1,,,3,3,11,08,35,,,,400,400,1,400,400,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,1,02,,174
57947,2026,06,1,12,0,02,3,2,6,3,2,,,2,3,10,02,09,,,,250,250,2,350,350,0,,0,0,0,4,4,,1700,3,4,1,3,,,,,,,,,,,,,,,,,2,03,,164
57948,2026,06,2,24,0,03,6,2,1,2,1,,,1,3,17,04,15,2,39,2,350,0,1,350,0,,,,,,,67,,4267,1,1,4,4,,,,,,,,,,,,,,,,,1,03,1,92
57949,2026,06,4,35,5,11,,1,6,6,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,,,,,,,,,,,,01,,350
57950,2026,06,1,13,0,01,2,2,2,4,1,,,2,1,06,08,35,,,,450,480,1,450,480,0,,80,0,80,,13,,2757,3,1,1,4,,,,,,,,,,,,,,,,,1,02,,92
57951,2026,06,1,11,0,01,1,1,6,1,1,,,2,3,03,09,40,,,,600,600,1,600,600,0,,0,0,0,,15,,1603,3,2,1,1,,,,,,,,,,,,,,,,,2,14,,47
57952,2026,06,1,46,6,02,4,1,2,4,1,,,2,3,15,09,39,,,,400,400,1,400,400,0,,0,0,0,,4,,2200,3,1,1,1,,,,,,,,,,,,,,,,,1,02,,304
57953,2026,06,1,59,9,07,,1,4,4,1,,,1,3,21,02,08,,,,362,290,1,362,290,72,0,0,0,0,,58,,3294,1,1,4,4,,,,,,,,,,,,,,,,,1,01,,331
57954,2026,06,1,59,0,10,,1,1,2,1,,,6,3,06,08,36,,,,300,300,1,300,300,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,1,02,,235
57955,2026,06,1,24,2,01,2,2,6,2,1,,,2,3,10,07,34,,,,120,120,2,120,120,0,,0,0,0,6,1,,2000,3,4,2,4,,,,,,,,,,,,,,,,,3,03,,1070
57956,2026,06,1,47,0,03,6,1,1,4,2,,,2,2,06,08,35,,,,400,550,1,800,950,0,,150,0,150,,29,,5500,3,1,1,2,,,,,,,,,,,,,,,,,1,04,,180
57957,2026,06,4,35,5,02,3,1,6,2,,1,1,2,3,12,02,07,,,,,,,,,,,,,,,,4,,,,,,,,,3,05,7,,,,,,,,,,,2,04,,984
57958,2026,06,4,35,0,10,,1,5,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,,,,,,,,,,,1,01,,217
57959,2026,06,4,35,4,08,,2,1,4,,1,2,2,3,16,05,25,,,,,,,,,,,,,,,,67,,,,,,,,,4,10,1,,,,,,,,,,,1,06,3,239
57960,2026,06,1,12,0,01,2,2,6,2,1,,,2,3,17,05,24,,,,375,375,1,375,375,0,,0,0,0,,2,,1675,3,3,2,4,,,,,,,,,,,,,,,,,1,11,,183
57961,2026,06,1,10,0,04,,2,1,5,1,,,1,3,17,04,16,,,,375,225,1,375,225,0,,0,0,0,,134,,4906,1,1,4,4,,,,,,,,,,,,,,,,,1,03,1,56
57962,2026,06,4,59,0,10,,1,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,1,13,4,299
57963,2026,06,1,24,0,04,,1,2,5,1,,,2,3,14,03,12,,,,400,370,1,400,370,30,2,0,0,0,,13,,4320,3,1,1,1,,,,,,,,,,,,,,,,,1,03,1,126
57964,2026,06,1,24,0,07,,2,1,5,1,,,2,3,07,10,41,,,,400,400,1,400,400,0,,0,0,0,,14,,2400,3,1,2,3,,,,,,,,,,,,,,,,,1,08,,86
57965,2026,06,1,24,0,04,,1,2,6,1,,,1,3,16,05,20,,,,350,270,1,350,270,80,3,0,0,0,,82,,5300,1,1,4,4,,,,,,,,,,,,,,,,,1,03,1,271
57966,2026,06,1,35,0,08,,2,6,4,1,,,1,3,21,02,07,,,,375,375,1,375,375,0,,0,0,0,,240,,3312,1,1,3,4,,,,,,,,,,,,,,,,,1,15,4,328
57967,2026,06,1,35,0,09,,2,1,6,1,,,2,3,20,05,21,,,,200,300,2,200,300,0,,0,100,100,4,210,,4154,3,1,2,2,,,,,,,,,,,,,,,,,3,08,,206
57968,2026,06,2,59,0,09,,2,1,4,1,,,1,3,17,04,17,1,8,2,320,0,1,320,0,,,,,,,240,,4187,1,1,1,4,,,,,,,,,,,,,,,,,1,02,,367
57969,2026,06,1,59,0,10,,2,5,4,1,,,2,3,10,07,34,,,,240,260,2,240,260,0,,0,0,0,7,44,,1785,1,4,2,4,,,,,,,,,,,,,,,,,1,18,,582
57970,2026,06,1,46,6,06,,1,1,5,1,,,4,3,14,03,12,,,,540,480,1,540,480,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,1,03,2,160
57971,2026,06,1,35,0,05,,1,6,5,1,,,1,3,17,04,18,,,,350,350,1,350,350,0,,0,0,0,,51,,2630,1,1,1,2,,,,,,,,,,,,,,,,,1,11,,91
57972,2026,06,1,35,0,05,,2,2,5,1,,,1,3,17,04,16,,,,400,400,1,400,400,0,,0,0,0,,190,,6000,1,1,4,4,,,,,,,,,,,,,,,,,1,09,2,169
57973,2026,06,1,47,0,08,,1,1,4,2,,,2,3,17,07,32,,,,400,400,1,560,560,0,,0,0,0,,27,,2100,3,1,2,2,,,,,,,,,,,,,,,,,1,18,,156
57974,2026,06,4,24,0,10,,1,2,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,1,11,,98
57975,2026,06,1,24,0,07,,2,2,6,1,,,1,3,21,01,02,,,,375,375,1,375,375,0,,0,0,0,,203,,7361,3,1,4,4,,,,,,,,,,,,,,,,,1,03,2,191
